Category,Message,Label,Clean
spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,1,winner valu network custom hvae select receiv reward collect call valid hour acl pm
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0,watch cartoon listen music amp eve go templ amp church u
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS",1,select stay top british hotel noth holiday worth claim call london bx sw ss
spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ,1,http tm widel com index wml id ad first true c c rington
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,1,remind download content alreadi paid goto http doit mymobi tv collect content
ham,Hey you around? I've got enough for a half + the ten I owe you,0,hey around got enough half ten owe
ham,Hahaha..use your brain dear,0,hahaha use brain dear
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",1,urgent call landlin complimentari tenerif holiday cash await collect sae cs box hp yf ppm
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",0,storm msg wen u lift phne u say hello u knw wt real mean hello name girl ye u knw dat girl margaret hello girlfrnd f grahmbel invnt telphon moral one get name person
ham,"Bill, as in: Are there any letters for me. iÛªm expecting one from orange that isnÛªt a bill but may still say orange on it.",0,bill letter expect one orang bill may still say orang
spam,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",1,win newest harri potter order phoenix book repli harri answer question chanc first among reader
ham,"There'll be a minor shindig at my place later tonight, you interested?",0,minor shindig place later tonight interest
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,0,sad stori man last week b day wife nt wish parent forgot n kid went work even colleagu wish
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,0,mmmmmmm snuggl deep content sigh whisper fuck love much bare stand
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,1,sorri miss call let talk time
ham,I remain unconvinced that this isn't an elaborate test of my willpower,0,remain unconvinc elabor test willpow
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,1,free top rington sub weekli rington get st week free send subpoli per week stop sm
ham,You see the requirements please,0,see requir pleas
ham,Have you been practising your curtsey?,0,practis curtsey
ham,THIS IS A LONG FUCKIN SHOWR,0,long fuckin showr
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1,hi custom loyalti offer new nokia mobil txtauction txt word start get ctxt tc p mtmsg
ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?,0,hi princess thank pic pretti
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",0,latest g still scroung ammo want give new ak tri
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,0,got call landlin number ask come anna nagar go afternoon
ham,I'm good. Have you registered to vote?,0,good regist vote
ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,0,engalnd telli decid let watch mia elliot kiss damn
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",1,free game get rayman golf free game arcad st get ur game set repli post save activ press key arcad termsappli
ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",0,hey chief give bell get need talk royal visit st june
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,0,u r much close heart u go away shatter plz stay
ham,Ya:)going for restaurant..,0,ya go restaur
ham,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",0,got arrest possess shit lt time gt pm
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,1,get garden readi summer free select summer bulb seed worth scotsman saturday stop go notxt co uk
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested.,0,c movi juz last minut decis mah juz watch lar tot interest
spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,1,ur award citi break could win summer shop spree everi wk txt store skilgm tsc winawk age perwksub
ham,"Sorry, I'll call later",0,sorri call later
ham,"Vikky, come around  &lt;TIME&gt; ..",0,vikki come around lt time gt
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,1,hi sue year old work lapdanc love sex text live bedroom text sue textoper g da ppmsg
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),0,height recycl read twice peopl spend time earn money money spent spend time good morn keep smile
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1,someon u know ask date servic contact cant guess call reveal po box wu
ham,How much i gave to you. Morning.,0,much gave morn
ham,Where's my boytoy? I miss you ... What happened?,0,boytoy miss happen
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,1,free st week entri textpod chanc win gb ipod cash everi wk txt pod ts cs www textpod net custcar
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",0,oh mr sheffield wanna play game okay boss nanni give rais give one
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",1,xma new year eve ticket sale club day till pm thur fri sat night week sell fast
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,1,freemsg month unlimit free call activ smartcal txt call subscriptn gbp wk unlimit call help stop txt stop landlineonli
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,1,camera award sipix digit camera call fromm landlin deliveri within day
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,0,good let thank god pleas complet drug lot water beauti day
ham,Yar else i'll thk of all sorts of funny things.,0,yar els thk sort funni thing
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",1,sunshin hol claim ur med holiday send stamp self address envelop drink us uk po box bray wicklow eir quiz start saturday unsub stop
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,0,ok lor ned go toa payoh return smth u wan send wat
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,0,messag text miss sender name miss number miss sent date miss miss u lot that everyth miss sent via fullonsm com
spam,Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,1,phoni award today voda number end xxxx select receiv award match pleas call quot claim code standard rate app
ham,Then get some cash together and I'll text jason,0,get cash togeth text jason
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you,1,pleas call immedi urgent messag wait
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,1,sexi sexi cum text im wet warm readi porn u fun msg free recd msg p inc vat cancel text stop
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,1,day kick euro u kept date latest news result daili remov send get txt stop
ham,"Yeah that's what I thought, lemme know if anything's goin on later",0,yeah thought lemm know anyth goin later
ham,Whos this am in class:-),0,who class
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",1,free rington wait collect simpli text password mix verifi get usher britney fml
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,0,puriti friendship two smile read forward messag smile see name gud evng musthu
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,hot live fantasi call p per min ntt ltd po box croydon cr wb nation rate call
ham,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",0,im inperialmus listen weirdest track ever leafcutt john sound like insect molest someon plumb remix evil men acid
spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",1,call use ur min call cast p min mob vari servic provid aom gbp month aom box er u stop age
spam,INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,1,interflora late order interflora flower christma call place order midnight tomorrow
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack",0,haha friend tyler liter ask could get dubsack
ham,Webpage s not available!,0,webpag avail
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,1,hot n horni will live local text repli hear strt back p per msg netcollex ltdhelpdesk repli stop end
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.,0,good morn repair shop reason hour
ham,Don no da:)whats you plan?,0,da what plan
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",1,congrat year special cinema pass call c suprman v matrix starwar etc free bx ip pm dont miss
ham,"Just dropped em off, omw back now",0,drop em omw back
ham,Wat would u like 4 ur birthday?,0,wat would u like ur birthday
ham,"No, I was trying it all weekend ;V",0,tri weekend v
spam,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,1,forward free entri weekli comp send word enter c www textcomp com
spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",1,ur chanc win wkli shop spree txt shop c www txt shop com custcar x p wk
spam,08714712388 between 10am-7pm Cost 10p,1,pm cost p
ham,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,0,fact clean show know upset prioriti constantli want
ham,"How about clothes, jewelry, and trips?",0,cloth jewelri trip
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,1,cashbin co uk get lot cash weekend www cashbin co uk dear welcom weekend got biggest best ever cash give away
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",1,u win music gift voucher everi week start txt word draw tsc www ldew com skillgam winaweek age ppermesssubscript
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",1,hi babe chloe r u smash saturday night great weekend u miss sp visionsm com text stop stop p text
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,1,u secret admir look make contact u find r reveal think ur special call
spam,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,1,winner u special select receiv holiday flight inc speak live oper claim p min
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,0,lol would mom would fit tell whole famili crazi terribl
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,1,get offici england poli rington colour flag yer mobil tonight game text tone flag optout txt eng stop box w wx
spam,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,1,win shop spree everi week start play text store skilgm tsc winawk age perweeksub
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",1,pdate doubl min txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd call optout yhl
spam,Last chance 2 claim ur å£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. å£3.00 Sub. 16 . Remove txt X or STOP,1,last chanc claim ur worth discount voucher text ye savamob member offer mobil cs sub remov txt x stop
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more,1,next month get upto call ur standard network charg activ call c wire net st term pobox uz cost min mobcudb
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,0,gr see messag r u leav congrat dear school wat r ur plan
ham,Ok set let u noe e details later...,0,ok set let u noe e detail later
ham,I know she called me,0,know call
spam,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,1,urgent pleas call landlin cash luxuri canari island holiday await collect cs sae award aq ppm
spam,TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,1,tb persolvo chase us sinc sept definit pay thank inform ignor kath manchest
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,1,freemsg record indic may entitl pound accid claim free repli ye msg opt text stop
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,1,urgent tri contact u today draw show prize guarante call land line claim c valid hr
ham,I'm going 2 orchard now laready me reaching soon. U reaching?,0,go orchard lareadi reach soon u reach
ham,You are gorgeous! keep those pix cumming :) thank you!,0,gorgeou keep pix cum thank
ham,WHITE FUDGE OREOS ARE IN STORES,0,white fudg oreo store
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,1,mth half price orang line rental latest camera phone free phone mth call mobilesdirect free updat stoptxt cs
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,1,forward pleas call immedi urgent messag wait
ham,I dont want to hear philosophy. Just say what happen,0,dont want hear philosophi say happen
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,1,next amaz xxx picsfre video sent enjoy one vid enough day text back keyword picsfre get next video
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you,1,pleas call immedi urgent messag wait
ham,Another month. I need chocolate weed and alcohol.,0,anoth month need chocol weed alcohol
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,0,lol feel bad use money take steak dinner
spam,You have 1 new message. Please call 08715205273,1,new messag pleas call
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1,sm auction nokia get win free auction take part send nokia hg suit land row w jhl
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,0,regret inform u nh made mistak u never actual born pleas report yor local hospit b termin r sorri inconveni
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,0,misplac number send text old number wonder heard year best mcat got number atlanta friend
ham,Ok... U enjoy ur shows...,0,ok u enjoy ur show
ham,Oh ok no prob..,0,oh ok prob
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0,say slowli god love amp need clean heart blood send ten special peopl amp u c miracl tomorrow pl pl
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",1,hello darl today would love chat dont tell look like sexi
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,1,life never much fun great came made truli special forget enjoy one gbp sm
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,1,camera award sipix digit camera call fromm landlin deliveri within day
ham,Whats the staff name who is taking class for us?,0,what staff name take class us
ham,Hey what's up charles sorry about the late reply.,0,hey charl sorri late repli
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,1,free st week nokia tone ur mob everi week txt nokia get txting tell ur mate www getz co uk pobox w wq norm p tone
spam,WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,1,win urgent mobil number award prize guarante call land line claim valid hr ppm
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",0,nah straight bring bud drink someth actual littl use straight cash
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,1,u subscrib best mobil content servic uk per ten day send stop helplin
ham,No need to buy lunch for me.. I eat maggi mee..,0,need buy lunch eat maggi mee
spam,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,1,urgent ur guarante award still unclaim call closingd claimcod pmmorefrommobil bremov mobypobox ls yf
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",0,feb lt gt love u day send di ur valu frnd evn come back u gt marri person u luv u ignor di u lose ur luv evr
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,1,urgent mobil number award prize guarante call land line claim valid hr ppm
spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,1,account xxxxxxxxx show unredeem point claim call identifi code xxxxx expir
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",1,nd time tri contact u u pound prize claim easi call p per min bt nation rate
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",0,lt gt pple marri lover becz hav gud undrstndng dat avoid problem sent di u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send lt gt frnd lt gt min whn u read
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,0,hi kate u give ring asap xxx
ham,"Sorry, I'll call later",0,sorri call later
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,0,well keep mind got enough ga one round trip bar sudden influx cash
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,1,great news call freefon claim guarante cash gift speak live oper
ham,"Haha, that was the first person I was gonna ask",0,haha first person gonna ask
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",1,six chanc win cash pound txt csh send cost p day day tsandc appli repli hl info
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),0,pure heart person wonder smile make even enemi feel guilti enemi catch world smile goodmorn amp smiley sunday
ham,No message..no responce..what happend?,0,messag responc happend
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",1,nd time tri contact u u pound prize claim easi call p per min bt nation rate
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,parent kidz friend n colleagu scream surpris wait sofa nake
ham,And now electricity just went out fml.,0,electr went fml
spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,1,email alertfrom jeri stewarts kbsubject low cost prescripiton drvgsto listen email call
ham,I send the print  outs da.,0,send print out da
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,1,freemsg txt call claim reward hour talk time use phone subscrib gbp mnth inc hr stop txtstop
ham,I HAVE A DATE ON SUNDAY WITH WILL!!,0,date sunday
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,1,okmail dear dave final notic collect tenerif holiday cash award call landlin tc sae box cw wx ppm
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248,1,sex ur mobil free sexi pic jordan text babe everi wk get sexi celeb pocketbab co uk pic wk
ham,Dunno y u ask me.,0,dunno u ask
ham,So wats ur opinion abt him and how abt is character?,0,wat ur opinion abt abt charact
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,1,bank granit issu strong buy explos pick member nasdaq symbol cdgt per
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,1,privat account statement show un redeem point call identifi code expir
ham,Y de asking like this.,0,de ask like
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",1,thank rington order refer number x mobil charg tone arriv pleas call custom servic
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",1,hot live fantasi call p per min ntt ltd po box croydon cr wb k
ham,When Ì_ login dat time... Dad fetching Ì_ home now?,0,login dat time dad fetch home
ham,Have you laid your airtel line to rest?,0,laid airtel line rest
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,1,decemb mobil mth entitl updat latest colour camera mobil free call mobil updat co free
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",0,beauti truth graviti read care heart feel light someon feel heavi someon leav goodmorn
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,1,sm ac sptv new jersey devil detroit red wing play ice hockey correct incorrect end repli end sptv
ham,Rofl betta invest in some  anti aging products,0,rofl betta invest anti age product
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,1,pleas call custom servic repres pm guarante cash prize
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,1,pleas call custom servic repres pm guarante cash prize
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize.To claim yr prize call our customer service representative on,1,guarante cash prize claim yr prize call custom servic repres
spam,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,1,congratul week competit draw u prize claim call b cs stop sm ppm
ham,"Sorry, I'll call later in meeting.",0,sorri call later meet
ham,Ofcourse I also upload some songs,0,ofcours also upload song
ham,how tall are you princess?,0,tall princess
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",0,consid wall bunker shit import never play peac guess place high enough matter
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",1,spjanuari male sale hot gay chat cheaper call nation rate p min cheap p min peak stop text call p min
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,1,tri call repli sm video mobil min unlimit text free camcord repli call del thur
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award,1,today vodafon number end last four digit select receiv award number match pleas call claim award
ham,Why de. You looking good only:-)..,0,de look good
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0,go write msg put dictionari mode cover screen hand press lt gt gentli remov ur hand interest
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,1,mobil custom may claim free camera phone upgrad pay go sim card loyalti call offer end thfeb c appli
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",1,hi mandi sullivan call hotmix fm chosen receiv easter prize draw pleas telephon claim prize transfer someon els
spam,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,1,winner valu network custom select receivea prize reward claim call claim code kl valid hour
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",1,congrat mobil g videophon r call videochat wid ur mate play java game dload polyh music nolin rentl bx ip pm
ham,Ok then i'll let him noe later n ask him call u tmr...,0,ok let noe later n ask call u tmr
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,1,win year suppli cd store ur choic worth enter weekli draw txt music ts cs www ldew com sub win ppmx
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",1,hi ya babe x u goten bout scammer get smart though regular vodafon respond get prem rate msg subscript no use also bewar
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",1,ur chanc win cash everi wk txt action c www movietrivia tv custcar x p wk
spam,Call from 08702490080 - tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,1,call tell u call claim prize u enter ur mobil person detail prompt care
